Date,trapVisitID,subSiteName,visitType,trapFunctioning,fishProcessed,sampleStart,sampleEnd,counterAtEnd,rpmRevolutionsAtStart,rpmRevolutionsAtEnd,ConeDebrisIntake1,ConeDebrisIntake2,debrisVolume,debrisType,includeCatch,includeCatchComments,TrapVisit.comments
2017/05/27 00:00:00,8540,ST004L1,End trapping,Trap functioning normally,Processed fish,2017/05/26 09:15:00,2017/05/27 09:38:00,6307,4.5,NA,NA,NA,1,Terrestrial,Yes,NA,Intake debris 0/0.
2017/05/29 00:00:00,8541,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/05/29 17:36:00,NA,NA,4.4,NA,NA,NA,NA,Yes,NA,NA
2017/05/30 00:00:00,8542,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2017/05/29 17:36:00,2017/05/30 09:15:00,4133,4.3,4.3,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0.
2017/05/31 00:00:00,8543,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/05/30 09:15:00,2017/05/31 09:14:00,6298,4.3,4.5,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/01 00:00:00,8544,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/05/31 09:14:00,2017/06/01 09:41:00,6342,4.5,4.4,NA,NA,8,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/02 00:00:00,8545,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2017/06/01 09:41:00,2017/06/02 09:17:00,6106,4.6,4.6,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/03 00:00:00,8546,ST004L1,End trapping,Trap functioning normally,Processed fish,2017/06/02 09:17:00,2017/06/03 08:17:00,6072,4.5,NA,NA,NA,5,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/05 00:00:00,8547,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/06/05 08:31:00,NA,NA,4.6,NA,NA,NA,NA,Yes,NA,NA
2017/06/06 00:00:00,8548,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/06/05 08:31:00,2017/06/06 09:23:00,6702,3.6,4.6,NA,NA,8,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/07 00:00:00,8549,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/06/06 09:23:00,2017/06/07 09:47:00,6088,4.6,4.2,NA,NA,10,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/08 00:00:00,8550,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/06/07 09:47:00,2017/06/08 09:53:00,6292,4.5,4.3,NA,NA,27,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/09 00:00:00,8551,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/06/08 09:53:00,2017/06/09 09:16:00,6098,4.3,4.3,NA,NA,11,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/10 00:00:00,8552,ST004L1,End trapping,Trap stopped functioning,No fish were caught,2017/06/09 09:16:00,2017/06/10 09:00:00,3170,0,NA,NA,NA,18,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0.
2017/06/12 00:00:00,8553,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/06/12 08:53:00,NA,NA,4.5,NA,NA,NA,NA,Yes,NA,NA
2017/06/13 00:00:00,8554,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/06/12 08:53:00,2017/06/13 13:21:00,7367,4.4,4.4,NA,NA,17,Terrestrial,Yes,NA,Intake debris 0/0.
2017/06/14 00:00:00,8555,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/06/13 13:21:00,2017/06/14 13:19:00,6177,4.3,4.4,NA,NA,36,Terrestrial,Yes,NA,Intake debris 1/0.
2017/06/15 00:00:00,8556,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017/06/14 13:19:00,2017/06/15 13:13:00,3073,0,4.1,NA,NA,18,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 3/0.
2017/06/16 00:00:00,8557,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017/06/15 13:13:00,2017/06/16 13:17:00,1376,0,4.2,NA,NA,22,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 3/1. Trap stopped by log.
2017/06/17 00:00:00,8558,ST004L1,End trapping,Trap stopped functioning,Processed fish,2017/06/16 13:17:00,2017/06/17 11:05:00,5236,0,NA,NA,NA,44,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/0.
2017/06/19 00:00:00,8559,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2017/06/19 10:00:00,NA,NA,4.1,NA,NA,NA,NA,Yes,NA,NA
2017/06/20 00:00:00,8560,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2017/06/19 10:00:00,2017/06/20 11:40:00,6274,4.1,4.1,NA,NA,68,Terrestrial,Yes,NA,Intake debris 2/3.
2017/06/21 00:00:00,8561,ST004L1,Continue trapping,"Trap functioning, but not normally",Processed fish,2017/06/20 11:40:00,2017/06/21 11:36:00,5313,3.6,4.1,NA,NA,65,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intake debris 3/0. Log in intake may have been slowing revolutions.
2017/06/22 00:00:00,8562,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2017/06/21 11:36:00,2017/06/22 11:36:00,2915,0,4,NA,NA,45,Terrestrial,No,Trap stopped or not functioning normally: imputed catch greater than actual catch.,Intake debris 0/3.
2017/06/23 00:00:00,8563,ST004L1,End trapping,Trap stopped functioning,Processed fish,2017/06/22 11:36:00,2017/06/23 12:03:00,742,0,NA,NA,NA,42,Terrestrial,Yes,Data included in analysis because cannot impute: last trap visit of season.,Intake debris 3/3.
2018/01/11 00:00:00,8565,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2018/01/11 14:17:00,NA,NA,2.8,NA,NA,NA,NA,Yes,NA,NA
2018/01/12 00:00:00,8566,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/11 14:17:00,2018/01/12 10:15:00,807,0,3,NA,NA,31,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Log stuck in trap

Intakes: 0/1"
2018/01/13 00:00:00,8571,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/12 10:15:00,2018/01/13 11:11:00,1499,0,2.6,NA,NA,88,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Log stuck in trap

Intakes: 1/3
"
2018/01/14 00:00:00,8572,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/13 11:11:00,2018/01/14 10:55:00,805,0,3,NA,NA,33,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Logs stuck in trap

Intakes: 3/1"
2018/01/15 00:00:00,8573,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/14 10:55:00,2018/01/15 10:47:00,697,0,2.8,NA,NA,25,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Log

Intakes: 3/0"
2018/01/16 00:00:00,8575,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/15 10:47:00,2018/01/16 10:16:00,3716,2.8,3.1,NA,NA,37,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/17 00:00:00,8577,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/16 10:16:00,2018/01/17 10:32:00,1831,0,3.1,NA,NA,30,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intakes: 0/1
2018/01/18 00:00:00,8583,ST004L1,Continue trapping,"Trap functioning, but not normally",Processed fish,2018/01/17 10:32:00,2018/01/18 10:45:00,3657,2.1,3.3,NA,NA,32.5,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intakes: 0/1
2018/01/19 00:00:00,8584,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/18 10:45:00,2018/01/19 11:00:00,2625,0,2.9,NA,NA,45,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intakes: 0/1
2018/01/20 00:00:00,8585,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/19 11:00:00,2018/01/20 13:05:00,4411,3.2,3.2,NA,NA,63,Terrestrial,Yes,NA,Intakes: 0/1
2018/01/21 00:00:00,8586,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/20 13:05:00,2018/01/21 12:31:00,1749,0,2.8,NA,NA,54,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Intakes: 3/1

Large Log"
2018/01/22 00:00:00,8587,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/21 12:31:00,2018/01/22 10:00:00,955,0,3,NA,NA,16,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,Intakes: 0/3
2018/01/23 00:00:00,8595,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/01/22 10:00:00,2018/01/23 11:28:00,NA,0,2.8,NA,NA,65,Terrestrial,Yes,Data included in analysis because actual catch greater than imputed catch.,"Intakes: 3/3

Clicker not functioning Recorded as: 3893

Log in Trap"
2018/01/24 00:00:00,8596,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/23 11:28:00,2018/01/24 09:53:00,NA,3.2,3.3,NA,NA,42,Terrestrial,Yes,NA,"Intakes: 0/0

Clicker bolt broke off.  Recorded as: 1154"
2018/01/25 00:00:00,8597,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/24 09:53:00,2018/01/25 11:34:00,NA,3.1,3,NA,NA,85,Terrestrial,Yes,NA,"Intakes: 0/0

Clicker not functioning: Read as 1139

Clicker restarted at 1:12 PM"
2018/01/26 00:00:00,8598,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/25 11:34:00,2018/01/26 10:27:00,3259,2.4,2.5,NA,NA,31,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/27 00:00:00,8599,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/26 10:27:00,2018/01/27 10:15:00,3124,2.4,2.3,NA,NA,18,Terrestrial,Yes,NA,Intakes: 0/1
2018/01/28 00:00:00,8600,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/27 10:15:00,2018/01/28 10:00:00,3028,2.2,2.2,NA,NA,15,Terrestrial,Yes,NA,"Intakes: 0/0

Water level dropped"
2018/01/29 00:00:00,8601,ST004L1,Continue trapping,"Trap functioning, but not normally",Processed fish,2018/01/28 10:00:00,2018/01/29 09:51:00,3107,2.1,2.1,NA,NA,5,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Intakes: 0/0

Side door latch open"
2018/01/30 00:00:00,8604,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/29 09:51:00,2018/01/30 10:15:00,3067,2.2,2.1,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/01/31 00:00:00,8605,ST004L1,Continue trapping,Trap functioning normally,No fish were caught,2018/01/30 10:15:00,2018/01/31 09:34:00,2916,2.1,2.1,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/01 00:00:00,8608,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/01/31 09:34:00,2018/02/01 10:27:00,3080,2.1,2.2,NA,NA,11,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/02 00:00:00,8609,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/01 10:27:00,2018/02/02 09:37:00,2873,2,2,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/03 00:00:00,8613,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/02 09:37:00,2018/02/03 09:31:00,2928,1.9,2.1,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/04 00:00:00,8614,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/03 09:31:00,2018/02/04 09:27:00,2897,1.9,1.9,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/05 00:00:00,8615,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/04 09:27:00,2018/02/05 10:27:00,2776,1.7,1.8,NA,NA,5,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/06 00:00:00,8623,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/05 10:27:00,2018/02/06 10:02:00,2668,2.2,2.1,NA,NA,6,Terrestrial,Yes,NA,"Intakes: 0/0
"
2018/02/07 00:00:00,8624,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/06 10:02:00,2018/02/07 10:06:00,2628,1.7,1.9,NA,NA,11,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/08 00:00:00,8625,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/07 10:06:00,2018/02/08 10:10:00,2537,0,2,NA,NA,8,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intakes: 0/0
2018/02/09 00:00:00,8626,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/08 10:10:00,2018/02/09 10:12:00,2766,1.9,2.5,NA,NA,11,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/10 00:00:00,8627,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/09 10:12:00,2018/02/10 10:16:00,509,0,1.9,NA,NA,17,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Intakes: 1/2
2018/02/11 00:00:00,8628,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/10 10:16:00,2018/02/11 11:04:00,1568,0,3,NA,NA,47,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Intakes: 3/2
2018/02/13 00:00:00,8637,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/11 11:04:00,2018/02/13 10:23:00,1887,0,2.9,NA,NA,27,Terrestrial,No,"Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch. 

Unable to determine actual catch from 2/12 and 2/13 therefore the sum of both days was used to compare actual vs. imputed catch.","Intakes: 0/3

Includes fish catch from 2/12/18"
2018/02/14 00:00:00,8638,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/13 10:23:00,2018/02/14 10:12:00,4051,2.9,3,NA,NA,24,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/15 00:00:00,8639,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/14 10:12:00,2018/02/15 10:03:00,4143,3.2,3,NA,NA,24,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/16 00:00:00,8640,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/15 10:03:00,2018/02/16 10:28:00,4469,3.1,3.1,NA,NA,23,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/17 00:00:00,8641,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/16 10:28:00,2018/02/17 10:35:00,3572,0,3,NA,NA,15,Terrestrial,Yes,) Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,Intakes: 1/1
2018/02/18 00:00:00,8642,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/17 10:35:00,2018/02/18 10:43:00,3989,0,3.2,NA,NA,31,Terrestrial,Yes,) Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Intakes: 0/2

Log in trap"
2018/02/19 00:00:00,8643,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/18 10:43:00,2018/02/19 11:47:00,4433,0,3.3,NA,NA,61,Terrestrial,Yes,) Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Intakes: 2/0

Log in Trap"
2018/02/20 00:00:00,8645,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/19 11:47:00,2018/02/20 13:54:00,1796,0,3.3,NA,NA,10,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Intakes: 0/1
2018/02/21 00:00:00,8652,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/20 13:54:00,2018/02/21 10:14:00,3602,2.9,3,NA,NA,10,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/22 00:00:00,8653,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/21 10:14:00,2018/02/22 09:50:00,4217,3,3.2,NA,NA,17,Terrestrial,Yes,NA,Intakes: 0/0
2018/02/23 00:00:00,8654,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/02/22 09:50:00,2018/02/23 10:25:00,4527,3.2,3.4,NA,NA,18,Terrestrial,Yes,NA,"Intakes: 0/2
"
2018/02/24 00:00:00,8655,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/23 10:25:00,2018/02/24 11:03:00,1080,0,3.5,NA,NA,45,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Intakes: 3/1 

Plus counted morts were unmeasurable"
2018/02/25 00:00:00,8656,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/24 11:03:00,2018/02/25 10:37:00,1178,0,3.6,NA,NA,27,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",Intakes: 3/3
2018/02/26 00:00:00,8657,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/25 10:37:00,2018/02/26 10:04:00,388,0,3.5,NA,NA,7,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Intakes: 0/0

Log in trap"
2018/02/27 00:00:00,8658,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/02/26 10:04:00,2018/02/27 10:46:00,1159,0,2.9,NA,NA,23,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Intakes: 0/0

Significant amount of woody debris removed from inside of cone.

Large diameter logs 10' or greater removed from front of cone

Trap repositioned before recording of ""after revs"""
2018/02/28 00:00:00,8660,ST004L1,End trapping,Trap stopped functioning,Processed fish,2018/02/27 10:46:00,2018/02/28 10:02:00,2869,0,0,NA,NA,22,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Intakes: 0/3

Log in trap

Raised cones"
2018/03/04 00:00:00,8663,ST004L1,Start trap & begin trapping,Trap functioning normally,N/A; not a sampling visit,NA,2018/03/04 11:33:00,NA,NA,2.3,NA,NA,NA,NA,Yes,NA,NA
2018/03/05 00:00:00,8664,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/03/04 11:33:00,2018/03/05 09:50:00,1815,0,1.8,NA,NA,16,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.",Intakes: 2/0
2018/03/06 00:00:00,8666,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/03/05 09:50:00,2018/03/06 10:20:00,1668,0,1,NA,NA,19,Terrestrial,No,Trap functioning normally for less than 70% of the sample period and imputed catch greater than or equal to actual catch.,Intakes: 2/0
2018/03/07 00:00:00,8668,ST004L1,Unplanned restart,Trap stopped functioning,Processed fish,2018/03/06 10:20:00,2018/03/07 10:18:00,730,0,0.8,NA,NA,12,Terrestrial,Yes,"Catch could not be imputed, therefore actual catch was assumed to be the most accurate measure and thus included in analysis.","Intakes: 0/0

Low flows.  Trap not spinning normally"
2018/03/08 00:00:00,8674,ST004L1,Continue trapping,Trap functioning normally,Processed fish,2018/03/07 10:18:00,2018/03/08 10:10:00,1070,0.6,0.6,NA,NA,10,Terrestrial,Yes,NA,Intakes: 0/0
2018/03/09 00:00:00,8675,ST004L1,Continue trapping,"Trap functioning, but not normally",No fish were caught,2018/03/08 10:10:00,2018/03/09 10:32:00,948,0.4,0.8,NA,NA,5,Terrestrial,Yes,Data included in analysis because calculations based on clicker total and after cleaning RPMs suggest trap was functioning normally for at least 70% of the sampling period.,"Intakes: 0/0

Trap barely turning (stopping and starting).  Repositioned trap before recording "" After Rev's"""
